External ID,Parent External ID,Work Item Type,Title,State,Sprint,Phase,Epic,Feature,Description,Acceptance Criteria,Tags,Suggested Repo Artifact,Notes
US08.03.03,F08.03,User Story,Prepare resume and interview talking points,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"As a job candidate, I want prepare resume and interview talking points so that the project can be explained in healthcare BI/data interview language.",Deliverable exists at docs/interview_talking_points.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Interview; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/interview_talking_points.md,
T08.03.03.1,US08.03.03,Task,Draft/build artifact for Prepare resume and interview talking points,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,Create the first complete version of the artifact or implementation for Prepare resume and interview talking points.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Interview; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/interview_talking_points.md,
T08.03.03.2,US08.03.03,Task,Validate and document Prepare resume and interview talking points,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"Check the work against acceptance criteria, document assumptions, and record evidence for Prepare resume and interview talking points.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Interview; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/interview_talking_points.md,
US08.03.04,F08.03,User Story,Create final release tag and evidence checklist,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"As a project owner, I want create final release tag and evidence checklist so that final deliverables, screenshots, validation logs, and release evidence are recorded.",Deliverable exists at docs/release_checklist.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Release; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/release_checklist.md,
T08.03.04.1,US08.03.04,Task,Draft/build artifact for Create final release tag and evidence checklist,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,Create the first complete version of the artifact or implementation for Create final release tag and evidence checklist.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Release; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/release_checklist.md,
T08.03.04.2,US08.03.04,Task,Validate and document Create final release tag and evidence checklist,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final release tag and evidence checklist.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Release; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/release_checklist.md,
F09.01,E09,Feature,Test Automation,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Create automated tests for quality checks, configuration, and API behavior.","Feature is complete when pytest coverage exists for quality rules, API endpoints, FHIR-style response shapes, configuration assumptions, and secrets/repository safety checks.",ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Test; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,,
US09.01.01,F09.01,User Story,Create pytest suite for quality rules,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"As a developer, I want create pytest suite for quality rules so that data quality logic has repeatable automated test coverage.",Deliverable exists at tests/test_quality_rules.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_quality_rules.py,
T09.01.01.1,US09.01.01,Task,Draft/build artifact for Create pytest suite for quality rules,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,Create the first complete version of the artifact or implementation for Create pytest suite for quality rules.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_quality_rules.py,
T09.01.01.2,US09.01.01,Task,Validate and document Create pytest suite for quality rules,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Check the work against acceptance criteria, document assumptions, and record evidence for Create pytest suite for quality rules.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_quality_rules.py,
T09.01.01.3,US09.01.01,Task,Commit and link implementation evidence for Create pytest suite for quality rules,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create pytest suite for quality rules.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_quality_rules.py,
US09.01.02,F09.01,User Story,Create API endpoint and FHIR shape tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"As a developer, I want create api endpoint and fhir shape tests so that endpoint responses and FHIR-style JSON shapes are checked automatically.",Deliverable exists at tests/test_api_endpoints.py; tests/test_fhir_shapes.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_api_endpoints.py; tests/test_fhir_shapes.py,
T09.01.02.1,US09.01.02,Task,Draft/build artifact for Create API endpoint and FHIR shape tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,Create the first complete version of the artifact or implementation for Create API endpoint and FHIR shape tests.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_api_endpoints.py; tests/test_fhir_shapes.py,
T09.01.02.2,US09.01.02,Task,Validate and document Create API endpoint and FHIR shape tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API endpoint and FHIR shape tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_api_endpoints.py; tests/test_fhir_shapes.py,
T09.01.02.3,US09.01.02,Task,Commit and link implementation evidence for Create API endpoint and FHIR shape tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create API endpoint and FHIR shape tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Pytest; FHIR; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_api_endpoints.py; tests/test_fhir_shapes.py,
US09.01.03,F09.01,User Story,Create configuration and secrets safety tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"As a developer, I want create configuration and secrets safety tests so that tests guard against missing config assumptions and accidental secret exposure.",Deliverable exists at tests/test_config.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_config.py,
T09.01.03.1,US09.01.03,Task,Draft/build artifact for Create configuration and secrets safety tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,Create the first complete version of the artifact or implementation for Create configuration and secrets safety tests.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_config.py,
T09.01.03.2,US09.01.03,Task,Validate and document Create configuration and secrets safety tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Check the work against acceptance criteria, document assumptions, and record evidence for Create configuration and secrets safety tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_config.py,
T09.01.03.3,US09.01.03,Task,Commit and link implementation evidence for Create configuration and secrets safety tests,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.01 Test Automation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create configuration and secrets safety tests.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.01; Secrets; Repo-Safety; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,tests/test_config.py,
F09.02,E09,Feature,CI Pipeline,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,Create an Azure Pipeline for repository hygiene and test execution.,"Feature is complete when an Azure Pipeline YAML runs tests, lint or hygiene checks, documentation-existence checks, and forbidden-file checks for raw data, .env files, backups, and unsafe artifacts.",ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,,
US09.02.01,F09.02,User Story,Create Azure Pipeline YAML,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,"As a developer, I want create azure pipeline yaml so that the project has a pipeline definition committed to the repository.",Deliverable exists at azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,azure-pipelines.yml,
T09.02.01.1,US09.02.01,Task,Draft/build artifact for Create Azure Pipeline YAML,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,Create the first complete version of the artifact or implementation for Create Azure Pipeline YAML.,,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,azure-pipelines.yml,
T09.02.01.2,US09.02.01,Task,Validate and document Create Azure Pipeline YAML,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,"Check the work against acceptance criteria, document assumptions, and record evidence for Create Azure Pipeline YAML.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,azure-pipelines.yml,
T09.02.01.3,US09.02.01,Task,Commit and link implementation evidence for Create Azure Pipeline YAML,New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create Azure Pipeline YAML.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; Azure-Pipelines; Evidence; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,azure-pipelines.yml,
US09.02.02,F09.02,User Story,"Add lint, test, and documentation checks",New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,"As a developer, I want add lint, test, and documentation checks so that the pipeline runs tests and checks that key documentation files exist.",Deliverable exists at azure-pipelines.yml; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,azure-pipelines.yml,
T09.02.02.1,US09.02.02,Task,"Draft/build artifact for Add lint, test, and documentation checks",New,Sprint 9,Phase 9,E09 Optional Pipeline Hardening,F09.02 CI Pipeline,"Create the first complete version of the artifact or implementation for Add lint, test, and documentation checks.",,ClinicalPulse; Sprint-9; Phase-9; E09; F09.02; CI; AP-ClinicalPulse\DevOps & Delivery; IP-ClinicalPulse\Sprint 9 - Optional Pipeline Hardening,azure-pipelines.yml,
